symbol,open,high,low,close,volume,ts
SOLUSDT,210.05,211,209.42,210.63,39784.55,2024-11-11 00:00:00+00:00
SOLUSDT,210.63,212.38,209.43,210.43,35294.76,2024-11-11 01:00:00+00:00
SOLUSDT,210.43,211.69,209.5,211.45,34520.56,2024-11-11 02:00:00+00:00
SOLUSDT,211.45,211.5,208.2,210.02,29384.98,2024-11-11 03:00:00+00:00
SOLUSDT,210.02,210.21,206.47,207.89,24150,2024-11-11 04:00:00+00:00
SOLUSDT,207.89,208.15,204.16,206.16,58917.75,2024-11-11 05:00:00+00:00
SOLUSDT,206.16,208.12,205.02,207.07,55850.24,2024-11-11 06:00:00+00:00
SOLUSDT,207.07,208.65,206.49,208.01,30010.48,2024-11-11 07:00:00+00:00
SOLUSDT,208.01,209.42,206.61,208.77,22262.07,2024-11-11 08:00:00+00:00
SOLUSDT,208.77,211.18,208,211.06,35291.84,2024-11-11 09:00:00+00:00
SOLUSDT,211.06,216.76,210.96,215.65,86732.62,2024-11-11 10:00:00+00:00
SOLUSDT,215.65,217.66,214.72,217.61,42199.05,2024-11-11 11:00:00+00:00
SOLUSDT,217.61,219.36,215.38,216.02,63529.12,2024-11-11 12:00:00+00:00
SOLUSDT,216.02,217.2,214.55,217.04,42921.28,2024-11-11 13:00:00+00:00
SOLUSDT,217.04,220.93,216.37,218.81,73579.25,2024-11-11 14:00:00+00:00
SOLUSDT,218.81,220.66,217.48,219.0,81043.33,2024-11-11 15:00:00+00:00
SOLUSDT,219,222,217.68,218.06,81267.35,2024-11-11 16:00:00+00:00
SOLUSDT,218.06,220.46,217.48,219.08,34037.48,2024-11-11 17:00:00+00:00
SOLUSDT,219.08,219.69,216.67,219.31,34049.34,2024-11-11 18:00:00+00:00
SOLUSDT,219.31,220.95,216.29,217.82,57117.82,2024-11-11 19:00:00+00:00
SOLUSDT,217.82,222.95,217.58,218.77,54562,2024-11-11 20:00:00+00:00
SOLUSDT,218.77,221.18,217.86,218.91,43076.72,2024-11-11 21:00:00+00:00
SOLUSDT,218.91,220.44,216.71,220.27,35179.49,2024-11-11 22:00:00+00:00
SOLUSDT,220.27,224,219.59,222.13,74657.12,2024-11-11 23:00:00+00:00
SOLUSDT,222.13,222.52,215.27,220.46,68255.98,2024-11-12 00:00:00+00:00
SOLUSDT,220.46,221.41,218.34,218.99,51237.74,2024-11-12 01:00:00+00:00
SOLUSDT,218.99,219.91,215.43,217.63,34726.52,2024-11-12 02:00:00+00:00
SOLUSDT,217.63,220.85,216.46,220.65,31167.02,2024-11-12 03:00:00+00:00
SOLUSDT,220.65,221.49,218.44,218.44,30522.85,2024-11-12 04:00:00+00:00
SOLUSDT,218.44,220.21,216.17,217.76,34988.01,2024-11-12 05:00:00+00:00
SOLUSDT,217.76,220.96,217.43,219.92,40382.11,2024-11-12 06:00:00+00:00
SOLUSDT,219.92,221.9,218.61,221.81,39346.75,2024-11-12 07:00:00+00:00
SOLUSDT,221.81,224.94,220.63,224.89,53905.22,2024-11-12 08:00:00+00:00
SOLUSDT,224.89,225.2,215.7,215.7,86189.3,2024-11-12 09:00:00+00:00
SOLUSDT,215.7,217.39,208.7,213.19,145138.36,2024-11-12 10:00:00+00:00
SOLUSDT,213.19,215.74,210.85,211.2,81711.61,2024-11-12 11:00:00+00:00
SOLUSDT,211.2,213.9,207.44,209.06,89344.27,2024-11-12 12:00:00+00:00
SOLUSDT,209.06,210.25,204.86,209.56,90608.01,2024-11-12 13:00:00+00:00
SOLUSDT,209.56,213.35,206.95,213.27,80778.4,2024-11-12 14:00:00+00:00
SOLUSDT,213.27,213.6,210,210.52,55611.62,2024-11-12 15:00:00+00:00
SOLUSDT,210.52,212.52,206.69,211.58,56869.28,2024-11-12 16:00:00+00:00
SOLUSDT,211.58,212.69,209.58,209.65,26811.06,2024-11-12 17:00:00+00:00
SOLUSDT,209.65,214.35,209.6,213.25,27046.71,2024-11-12 18:00:00+00:00
SOLUSDT,213.25,215.35,212.87,213.17,32495.29,2024-11-12 19:00:00+00:00
SOLUSDT,213.17,213.8,211.59,213.07,26479.16,2024-11-12 20:00:00+00:00
SOLUSDT,213.07,213.6,210.09,212.9,34189.17,2024-11-12 21:00:00+00:00
SOLUSDT,212.9,215.46,211.82,215.05,25519.75,2024-11-12 22:00:00+00:00
SOLUSDT,215.05,215.05,211.43,211.64,27904.58,2024-11-12 23:00:00+00:00
SOLUSDT,211.64,213.2,210.36,210.55,28917.42,2024-11-13 00:00:00+00:00
SOLUSDT,210.55,211.93,208.1,210.42,41286.86,2024-11-13 01:00:00+00:00
SOLUSDT,210.42,210.72,204.41,207.36,43679.26,2024-11-13 02:00:00+00:00
SOLUSDT,207.36,208.16,203.16,203.29,45116.26,2024-11-13 03:00:00+00:00
SOLUSDT,203.29,205.66,200.74,205.28,63880.09,2024-11-13 04:00:00+00:00
SOLUSDT,205.28,207.25,203.79,204.51,40392.95,2024-11-13 05:00:00+00:00
SOLUSDT,204.51,206.43,201.68,202.25,41250.12,2024-11-13 06:00:00+00:00
SOLUSDT,202.25,205.69,201.49,205.17,53088.17,2024-11-13 07:00:00+00:00
SOLUSDT,205.17,207.1,203.86,205.84,30068.25,2024-11-13 08:00:00+00:00
SOLUSDT,205.84,207.99,205.18,206.3,35268.12,2024-11-13 09:00:00+00:00
SOLUSDT,206.3,208.44,205.62,207.23,37732.49,2024-11-13 10:00:00+00:00
SOLUSDT,207.23,209.3,206.84,207.81,29226.78,2024-11-13 11:00:00+00:00
SOLUSDT,207.81,208.5,205.99,207.45,29115.71,2024-11-13 12:00:00+00:00
SOLUSDT,207.45,215.25,206.42,212.66,102061.16,2024-11-13 13:00:00+00:00
SOLUSDT,212.66,217.18,209.9,216.72,143777.07,2024-11-13 14:00:00+00:00
SOLUSDT,216.72,216.99,211.55,216.45,114363.46,2024-11-13 15:00:00+00:00
