symbol,open,high,low,close,volume,ts
BTCUSDT,67620,67939.4,67406.99,67604.02,431.45034,2024-10-17 00:00:00+00:00
BTCUSDT,67604.02,67604.02,67087.35,67303.18,627.98227,2024-10-17 04:00:00+00:00
BTCUSDT,67303.18,67527.44,66804,66879.5,809.73157,2024-10-17 08:00:00+00:00
BTCUSDT,66879.5,67669.11,66669.01,67590.66,1208.46885,2024-10-17 12:00:00+00:00
BTCUSDT,67590.66,67590.67,66720,66836.08,913.86814,2024-10-17 16:00:00+00:00
BTCUSDT,66836.08,67480,66827.68,67421.79,404.61671,2024-10-17 20:00:00+00:00
BTCUSDT,67421.79,68254.03,67192.36,67555.4,820.59348,2024-10-18 00:00:00+00:00
BTCUSDT,67555.4,68378.95,67544,67971.43,768.52295,2024-10-18 04:00:00+00:00
BTCUSDT,67971.43,68050,67678,67701.99,615.60227,2024-10-18 08:00:00+00:00
BTCUSDT,67701.99,68870.68,67642.71,68729.98,1701.4666,2024-10-18 12:00:00+00:00
BTCUSDT,68729.98,68999.99,68360,68608.0,936.18953,2024-10-18 16:00:00+00:00
BTCUSDT,68608,68690,68204.1,68424.69,315.60092,2024-10-18 20:00:00+00:00
BTCUSDT,68424.69,68693.26,68303.03,68450.01,238.91094,2024-10-19 00:00:00+00:00
BTCUSDT,68450.01,68560,68302.31,68346.55,191.03447,2024-10-19 04:00:00+00:00
BTCUSDT,68346.55,68475.7,68090.3,68090.3,301.55598,2024-10-19 08:00:00+00:00
BTCUSDT,68090.3,68350,68088,68226.93,277.52934,2024-10-19 12:00:00+00:00
BTCUSDT,68226.93,68242.43,68010.01,68181.97,208.62847,2024-10-19 16:00:00+00:00
BTCUSDT,68181.97,68413.96,68168.45,68376.52,307.36827,2024-10-19 20:00:00+00:00
BTCUSDT,68376.52,68446,68100,68188.01,210.21264,2024-10-20 00:00:00+00:00
BTCUSDT,68188.01,68433.5,68176.26,68378.0,278.4175,2024-10-20 04:00:00+00:00
BTCUSDT,68378,68500,68355,68420.01,214.18645,2024-10-20 08:00:00+00:00
BTCUSDT,68420.01,68768.01,68203.41,68626.0,619.78127,2024-10-20 12:00:00+00:00
BTCUSDT,68626,68660,68422,68508.3,242.68339,2024-10-20 16:00:00+00:00
BTCUSDT,68508.3,69400,68461.93,69031.99,958.41683,2024-10-20 20:00:00+00:00
BTCUSDT,69031.99,69519.52,68590,68940.0,888.33236,2024-10-21 00:00:00+00:00
BTCUSDT,68940,69185.18,68489.97,68513.99,578.77427,2024-10-21 04:00:00+00:00
BTCUSDT,68513.99,68661,68129.98,68241.09,855.47208,2024-10-21 08:00:00+00:00
BTCUSDT,68241.09,68328.68,66840.67,67341.02,2662.00091,2024-10-21 12:00:00+00:00
BTCUSDT,67341.02,67940.93,66894.01,67761.99,1176.95021,2024-10-21 16:00:00+00:00
BTCUSDT,67761.99,67933.79,67366.66,67377.49,483.70234,2024-10-21 20:00:00+00:00
BTCUSDT,67377.49,67694.92,66580,67390.02,995.29355,2024-10-22 00:00:00+00:00
BTCUSDT,67390.02,67800,67278.03,67402.0,575.4072,2024-10-22 04:00:00+00:00
BTCUSDT,67402,67526.67,66746.9,67299.15,1225.30637,2024-10-22 08:00:00+00:00
BTCUSDT,67299.15,67693.34,66645.48,67290.0,1434.16457,2024-10-22 12:00:00+00:00
BTCUSDT,67290,67635.72,66920.08,67482.98,804.73634,2024-10-22 16:00:00+00:00
BTCUSDT,67482.98,67836.01,67292,67436.63,355.61041,2024-10-22 20:00:00+00:00
BTCUSDT,67436.63,67457.76,66890,67082.1,484.59059,2024-10-23 00:00:00+00:00
BTCUSDT,67082.1,67302.83,66800,66852.34,449.4561,2024-10-23 04:00:00+00:00
BTCUSDT,66852.34,67047.99,66200.01,66414.0,986.9929,2024-10-23 08:00:00+00:00
BTCUSDT,66414,66884.92,65923.01,66223.44,1326.7524,2024-10-23 12:00:00+00:00
BTCUSDT,66223.44,66573.57,65260,66470.0,1638.13669,2024-10-23 16:00:00+00:00
BTCUSDT,66470,66807.37,66338.99,66668.65,455.89816,2024-10-23 20:00:00+00:00
BTCUSDT,66668.65,67612.12,66511.08,67220.51,910.46077,2024-10-24 00:00:00+00:00
BTCUSDT,67220.51,67479.54,67073.48,67123.09,487.25931,2024-10-24 04:00:00+00:00
BTCUSDT,67123.09,67322.26,66722,67285.99,698.12998,2024-10-24 08:00:00+00:00
BTCUSDT,67285.99,67986,67262,67701.21,1211.7114,2024-10-24 12:00:00+00:00
BTCUSDT,67701.21,68322.99,67350.01,68300.0,832.32667,2024-10-24 16:00:00+00:00
BTCUSDT,68300,68850,67978.04,68198.28,660.63641,2024-10-24 20:00:00+00:00
BTCUSDT,68198.28,68282.09,67836,68008.0,440.86518,2024-10-25 00:00:00+00:00
BTCUSDT,68008,68045.36,67250.01,67511.42,689.10965,2024-10-25 04:00:00+00:00
BTCUSDT,67511.42,68183.66,67314.47,68105.79,676.99652,2024-10-25 08:00:00+00:00
BTCUSDT,68105.79,68771.49,67450.01,67696.53,1300.21297,2024-10-25 12:00:00+00:00
BTCUSDT,67696.53,67867.8,66006.6,66846.0,2704.00685,2024-10-25 16:00:00+00:00
BTCUSDT,66846,67384,65602.35,66698.33,1444.22254,2024-10-25 20:00:00+00:00
