symbol,open,high,low,close,volume,ts
BTCUSDT,66124.22,66124.22,66116.57,66116.58,0.32761,2024-06-15T00:29:00Z
BTCUSDT,60794.42,60794.42,60786,60786,0.49316,2024-10-02T21:40:00Z
BTCUSDT,60760.79,60794.42,60726,60794.42,1.20814,2024-10-02T21:39:00Z
BTCUSDT,60782,60782,60738,60760.79,1.03878,2024-10-02T21:38:00Z
BTCUSDT,60768.01,60782,60752.01,60782,0.37379,2024-10-02T21:37:00Z
BTCUSDT,60764.11,60783.89,60754.33,60768.01,1.10556,2024-10-02T21:36:00Z
BTCUSDT,60842.01,60842.01,60742.59,60764.11,1.65267,2024-10-02T21:35:00Z
BTCUSDT,60874.96,60874.96,60842.01,60842.01,0.37775,2024-10-02T21:34:00Z
BTCUSDT,60922.01,60922.01,60859.9,60874.96,0.92788,2024-10-02T21:33:00Z
BTCUSDT,60936.55,60936.55,60922,60922.01,0.67194,2024-10-02T21:32:00Z
BTCUSDT,60921.15,60939.99,60921.15,60936.55,0.84081,2024-10-02T21:31:00Z
BTCUSDT,60887.71,60921.15,60887.71,60921.15,1.0928,2024-10-02T21:30:00Z
BTCUSDT,60804.21,60887.71,60804.21,60887.71,1.39748,2024-10-02T21:29:00Z
BTCUSDT,60789.99,60804.21,60789.99,60804.21,0.61827,2024-10-02T21:28:00Z
BTCUSDT,60770.01,60790,60770,60789.99,0.51082,2024-10-02T21:27:00Z
BTCUSDT,60784.01,60784.01,60770,60770.01,0.50735,2024-10-02T21:26:00Z
BTCUSDT,60794,60794,60784,60784.01,0.59221,2024-10-02T21:25:00Z
BTCUSDT,60783.24,60794,60783.24,60794,0.53228,2024-10-02T21:24:00Z
BTCUSDT,60752.83,60783.25,60752.83,60783.24,0.66347,2024-10-02T21:23:00Z
BTCUSDT,60764.53,60767.83,60726,60752.83,1.29336,2024-10-02T21:22:00Z
BTCUSDT,60768.15,60775.56,60764.01,60764.53,1.21363,2024-10-02T21:21:00Z
BTCUSDT,60707.31,60768.16,60707.3,60768.15,0.83861,2024-10-02T21:20:00Z
BTCUSDT,60719.48,60719.49,60662.01,60707.31,0.86238,2024-10-02T21:19:00Z
BTCUSDT,60710,60725.03,60669.77,60719.48,1.36512,2024-10-02T21:18:00Z
BTCUSDT,60724.33,60750,60702,60710,1.51618,2024-10-02T21:17:00Z
BTCUSDT,60678.09,60724.34,60668,60724.33,0.81767,2024-10-02T21:16:00Z
BTCUSDT,60714.01,60724,60658,60678.09,1.45437,2024-10-02T21:15:00Z
BTCUSDT,60751.99,60752,60704,60714.01,1.57731,2024-10-02T21:14:00Z
BTCUSDT,60766,60766.01,60706,60751.99,2.36798,2024-10-02T21:13:00Z
BTCUSDT,60767.99,60773.98,60750,60766,0.58325,2024-10-02T21:12:00Z
BTCUSDT,60756.01,60774,60710,60767.99,1.5031,2024-10-02T21:11:00Z
BTCUSDT,60664,60757.16,60656,60756.01,2.97982,2024-10-02T21:10:00Z
BTCUSDT,60796,60796.95,60664,60664,2.2399,2024-10-02T21:09:00Z
BTCUSDT,60742.48,60796,60738,60796,2.28759,2024-10-02T21:08:00Z
BTCUSDT,60805.99,60814,60700.01,60742.48,2.00952,2024-10-02T21:07:00Z
BTCUSDT,60807.99,60816,60780,60805.99,1.0507,2024-10-02T21:06:00Z
BTCUSDT,60859.9,60859.91,60794.01,60807.99,1.33063,2024-10-02T21:05:00Z
BTCUSDT,60921.99,60923,60859.9,60859.9,1.00444,2024-10-02T21:04:00Z
BTCUSDT,60933.1,60937.87,60886.18,60921.99,0.85972,2024-10-02T21:03:00Z
BTCUSDT,60899.9,60952,60899.9,60933.1,1.54431,2024-10-02T21:02:00Z
BTCUSDT,60876,60928,60860.75,60899.9,1.27667,2024-10-02T21:01:00Z
BTCUSDT,60910,60924,60868.1,60876,1.97278,2024-10-02T21:00:00Z
BTCUSDT,60956.01,60956.01,60854.01,60910,3.54189,2024-10-02T20:59:00Z
BTCUSDT,60932.03,60969.7,60925.4,60956.01,1.5986,2024-10-02T20:58:00Z
BTCUSDT,60981.86,60988,60917.26,60932.03,3.4353,2024-10-02T20:57:00Z
BTCUSDT,60859.9,60999.24,60859.9,60981.86,9.52879,2024-10-02T20:56:00Z
BTCUSDT,60884,60884,60768.18,60859.9,11.69099,2024-10-02T20:55:00Z
BTCUSDT,60964,60976,60884,60884,6.70902,2024-10-02T20:54:00Z
BTCUSDT,60906.01,60982.69,60906,60964,4.11414,2024-10-02T20:53:00Z
BTCUSDT,60848,60909.08,60846.98,60906.01,3.18624,2024-10-02T20:52:00Z
BTCUSDT,60854.66,60870,60824,60848,1.8046,2024-10-02T20:51:00Z
BTCUSDT,60807.99,60873.16,60788,60854.66,2.56377,2024-10-02T20:50:00Z
