symbol,open,high,low,close,volume,ts
ETHUSDT,3117.8,3118.99,3109.51,3110.83,971.9298,2024-11-17 05:15:00+00:00
ETHUSDT,3110.83,3113.48,3093.73,3094.0,1257.3247,2024-11-17 05:30:00+00:00
ETHUSDT,3094,3108.99,3093.97,3103.42,891.6072,2024-11-17 05:45:00+00:00
ETHUSDT,3103.42,3109.49,3102.48,3107.4,455.7545,2024-11-17 06:00:00+00:00
ETHUSDT,3107.4,3117.8,3107.24,3113.35,872.2702,2024-11-17 06:15:00+00:00
ETHUSDT,3113.35,3131.99,3113.35,3131.55,1493.6432,2024-11-17 06:30:00+00:00
ETHUSDT,3131.55,3141.42,3124.13,3134.8,1444.9173,2024-11-17 06:45:00+00:00
ETHUSDT,3134.8,3138.72,3121.04,3121.24,1179.7051,2024-11-17 07:00:00+00:00
ETHUSDT,3121.24,3138.56,3120.55,3137.43,808.6734,2024-11-17 07:15:00+00:00
ETHUSDT,3137.43,3147.56,3136,3143.99,1116.1989,2024-11-17 07:30:00+00:00
ETHUSDT,3143.99,3145.07,3135.93,3136.61,794.3299,2024-11-17 07:45:00+00:00
ETHUSDT,3136.61,3149.65,3130.34,3147.72,1403.6946,2024-11-17 08:00:00+00:00
ETHUSDT,3147.72,3155.77,3146.51,3152.58,1854.9575,2024-11-17 08:15:00+00:00
ETHUSDT,3152.58,3161.45,3148.45,3152.53,1343.0122,2024-11-17 08:30:00+00:00
ETHUSDT,3152.53,3156.48,3143.84,3145.15,1249.1656,2024-11-17 08:45:00+00:00
ETHUSDT,3145.15,3162.11,3143.5,3150.77,1121.39,2024-11-17 09:00:00+00:00
ETHUSDT,3150.77,3154.23,3143.92,3146.92,733.4762,2024-11-17 09:15:00+00:00
ETHUSDT,3146.92,3149.21,3137.7,3139.51,608.2027,2024-11-17 09:30:00+00:00
ETHUSDT,3139.51,3144.14,3132.04,3140.33,729.5492,2024-11-17 09:45:00+00:00
ETHUSDT,3140.33,3142.19,3130.34,3137.09,736.5411,2024-11-17 10:00:00+00:00
ETHUSDT,3137.09,3150,3133,3148.71,930.4001,2024-11-17 10:15:00+00:00
ETHUSDT,3148.71,3151.33,3140.3,3143.95,703.1081,2024-11-17 10:30:00+00:00
ETHUSDT,3143.95,3146.56,3134.33,3137.88,760.0528,2024-11-17 10:45:00+00:00
ETHUSDT,3137.88,3138.6,3103.17,3111.31,2464.6101,2024-11-17 11:00:00+00:00
ETHUSDT,3111.31,3121.02,3106.17,3120.5,1661.1861,2024-11-17 11:15:00+00:00
ETHUSDT,3120.5,3121.46,3109.2,3115.5,1011.1342,2024-11-17 11:30:00+00:00
ETHUSDT,3115.5,3115.5,3101.8,3105.52,1264.4349,2024-11-17 11:45:00+00:00
ETHUSDT,3105.52,3116.97,3101.2,3109.37,937.0863,2024-11-17 12:00:00+00:00
ETHUSDT,3109.37,3118.26,3103.87,3115.54,722.0059,2024-11-17 12:15:00+00:00
ETHUSDT,3115.54,3125.49,3111.97,3122.92,851.8261,2024-11-17 12:30:00+00:00
ETHUSDT,3122.92,3126.66,3119,3121.6,719.4831,2024-11-17 12:45:00+00:00
ETHUSDT,3121.6,3122.29,3111.64,3115.97,560.6005,2024-11-17 13:00:00+00:00
ETHUSDT,3115.97,3116.43,3106.04,3114.9,952.7111,2024-11-17 13:15:00+00:00
ETHUSDT,3114.9,3118.97,3080.77,3099.65,4414.6786,2024-11-17 13:30:00+00:00
ETHUSDT,3099.65,3104.92,3094.24,3103.13,1610.4828,2024-11-17 13:45:00+00:00
ETHUSDT,3103.13,3111.31,3096.63,3101.06,1230.7238,2024-11-17 14:00:00+00:00
ETHUSDT,3101.06,3104.13,3078.64,3080.54,1833.5661,2024-11-17 14:15:00+00:00
ETHUSDT,3080.54,3085.91,3068.08,3083.66,2535.8771,2024-11-17 14:30:00+00:00
ETHUSDT,3083.66,3090.29,3080.77,3088.02,974.2013,2024-11-17 14:45:00+00:00
ETHUSDT,3088.02,3090.86,3078.04,3090.3,1078.6483,2024-11-17 15:00:00+00:00
ETHUSDT,3090.3,3095.16,3088.34,3091.2,874.9504,2024-11-17 15:15:00+00:00
ETHUSDT,3091.2,3102.71,3085.8,3094.46,1098.693,2024-11-17 15:30:00+00:00
ETHUSDT,3094.46,3099.96,3082.23,3086.44,908.7459,2024-11-17 15:45:00+00:00
ETHUSDT,3086.44,3089.45,3071.6,3081.6,1479.5708,2024-11-17 16:00:00+00:00
ETHUSDT,3081.6,3093.28,3079.71,3087.97,719.4817,2024-11-17 16:15:00+00:00
ETHUSDT,3087.97,3094.23,3081.04,3083.39,841.2997,2024-11-17 16:30:00+00:00
ETHUSDT,3083.39,3098.32,3082.5,3093.16,674.7621,2024-11-17 16:45:00+00:00
ETHUSDT,3093.16,3094.89,3087.58,3087.58,518.9183,2024-11-17 17:00:00+00:00
ETHUSDT,3087.58,3104.18,3081,3100.67,1072.662,2024-11-17 17:15:00+00:00
ETHUSDT,3100.67,3115.72,3097.87,3112.38,1490.4254,2024-11-17 17:30:00+00:00
ETHUSDT,3112.38,3112.6,3106.57,3107.04,874.1552,2024-11-17 17:45:00+00:00
ETHUSDT,3107.04,3107.93,3090.45,3097.55,937.3604,2024-11-17 18:00:00+00:00
ETHUSDT,3097.55,3098.52,3074.45,3077.6,1334.082,2024-11-17 18:15:00+00:00
ETHUSDT,3077.6,3084.53,3072.34,3083.21,1194.2578,2024-11-17 18:30:00+00:00
ETHUSDT,3083.21,3089.19,3077.07,3081.37,781.6229,2024-11-17 18:45:00+00:00
ETHUSDT,3081.37,3090.36,3076.5,3086.67,887.5594,2024-11-17 19:00:00+00:00
ETHUSDT,3086.67,3088.19,3071.87,3085.0,774.5326,2024-11-17 19:15:00+00:00
ETHUSDT,3085,3094.44,3081.87,3091.65,1072.1598,2024-11-17 19:30:00+00:00
ETHUSDT,3091.65,3097.93,3090,3097.77,554.428,2024-11-17 19:45:00+00:00
ETHUSDT,3097.77,3106.78,3095.41,3100.29,759.2397,2024-11-17 20:00:00+00:00
ETHUSDT,3100.29,3101.56,3058.83,3070.76,2077.1882,2024-11-17 20:15:00+00:00
ETHUSDT,3070.76,3082.79,3065.81,3078.56,1705.0419,2024-11-17 20:30:00+00:00
ETHUSDT,3078.56,3078.59,3068.54,3073.84,748.6915,2024-11-17 20:45:00+00:00
ETHUSDT,3073.84,3078.9,3069.45,3072.81,580.4865,2024-11-17 21:00:00+00:00
ETHUSDT,3072.81,3086.07,3066.33,3084.28,994.0483,2024-11-17 21:15:00+00:00
ETHUSDT,3084.28,3086.21,3072.55,3075.93,797.7022,2024-11-17 21:30:00+00:00
ETHUSDT,3075.93,3077.66,3055.31,3061.54,1370.4267,2024-11-17 21:45:00+00:00
ETHUSDT,3061.54,3074,3043.32,3073.5,2907.4786,2024-11-17 22:00:00+00:00
ETHUSDT,3073.5,3089.62,3072.51,3082.45,1660.3622,2024-11-17 22:15:00+00:00
ETHUSDT,3082.45,3083.94,3057.85,3060.5,1317.6349,2024-11-17 22:30:00+00:00
ETHUSDT,3060.5,3073.45,3060.5,3068.47,547.9925,2024-11-17 22:45:00+00:00
ETHUSDT,3068.47,3072.53,3050.6,3054.54,1428.4027,2024-11-17 23:00:00+00:00
ETHUSDT,3054.54,3070.03,3050.6,3069.31,1056.8957,2024-11-17 23:15:00+00:00
ETHUSDT,3069.31,3074.53,3059.5,3070.83,959.495,2024-11-17 23:30:00+00:00
ETHUSDT,3070.83,3078.23,3068.6,3076.0,558.8175,2024-11-17 23:45:00+00:00
ETHUSDT,3076,3081.65,3069.17,3080.83,1350.3712,2024-11-18 00:00:00+00:00
ETHUSDT,3080.83,3091.99,3075.15,3091.53,1272.297,2024-11-18 00:15:00+00:00
ETHUSDT,3091.53,3124.19,3089.43,3112.97,2966.7426,2024-11-18 00:30:00+00:00
ETHUSDT,3112.97,3120.92,3096.82,3097.56,1541.3307,2024-11-18 00:45:00+00:00
ETHUSDT,3097.56,3105.91,3093.28,3104.03,967.353,2024-11-18 01:00:00+00:00
ETHUSDT,3104.03,3116.59,3099.53,3112.83,1137.4267,2024-11-18 01:15:00+00:00
ETHUSDT,3112.83,3121.83,3108,3109.0,1068.5162,2024-11-18 01:30:00+00:00
ETHUSDT,3109,3119.36,3104.72,3114.92,767.4872,2024-11-18 01:45:00+00:00
ETHUSDT,3114.92,3124.12,3104.6,3118.12,1195.5256,2024-11-18 02:00:00+00:00
ETHUSDT,3118.12,3122.87,3108.51,3108.99,888.563,2024-11-18 02:15:00+00:00
ETHUSDT,3108.99,3118.09,3108.99,3117.06,626.8367,2024-11-18 02:30:00+00:00
ETHUSDT,3117.06,3121.4,3109.04,3110.4,473.1681,2024-11-18 02:45:00+00:00
ETHUSDT,3110.4,3112.06,3096.39,3097.95,782.6169,2024-11-18 03:00:00+00:00
ETHUSDT,3097.95,3103.7,3094.63,3098.55,548.1477,2024-11-18 03:15:00+00:00
ETHUSDT,3098.55,3105,3098.46,3102.51,420.7366,2024-11-18 03:30:00+00:00
ETHUSDT,3102.51,3112.31,3102.04,3111.96,689.2798,2024-11-18 03:45:00+00:00
ETHUSDT,3111.96,3116.09,3107.51,3109.58,667.2094,2024-11-18 04:00:00+00:00
ETHUSDT,3109.58,3110.55,3103.13,3104.06,545.729,2024-11-18 04:15:00+00:00
ETHUSDT,3104.06,3107.03,3098,3100.35,489.8709,2024-11-18 04:30:00+00:00
ETHUSDT,3100.35,3103.15,3096.07,3100.61,566.4252,2024-11-18 04:45:00+00:00
ETHUSDT,3100.61,3105.94,3099.47,3100.31,519.8292,2024-11-18 05:00:00+00:00
ETHUSDT,3100.31,3117.07,3096.97,3117.0,695.8865,2024-11-18 05:15:00+00:00
ETHUSDT,3117,3117.53,3107.73,3110.9,424.4973,2024-11-18 05:30:00+00:00
ETHUSDT,3110.9,3118.52,3104.18,3118.42,802.6432,2024-11-18 05:45:00+00:00
ETHUSDT,3118.42,3127.03,3113.2,3116.99,1177.3896,2024-11-18 06:00:00+00:00
ETHUSDT,3116.99,3136.72,3114.17,3133.4,1221.943,2024-11-18 06:15:00+00:00
ETHUSDT,3133.4,3145.77,3132,3139.93,1383.5311,2024-11-18 06:30:00+00:00
ETHUSDT,3139.93,3146.96,3129.14,3146.57,1608.3077,2024-11-18 06:45:00+00:00
ETHUSDT,3146.57,3149.74,3132.81,3137.72,1633.6466,2024-11-18 07:00:00+00:00
ETHUSDT,3137.72,3138.67,3125.04,3128.46,857.8303,2024-11-18 07:15:00+00:00
ETHUSDT,3128.46,3132.41,3123.41,3128.2,893.585,2024-11-18 07:30:00+00:00
ETHUSDT,3128.2,3137.18,3127.6,3130.5,669.9416,2024-11-18 07:45:00+00:00
ETHUSDT,3130.5,3138.43,3120.36,3137.59,889.0098,2024-11-18 08:00:00+00:00
ETHUSDT,3137.59,3139.81,3123.82,3128.59,776.3896,2024-11-18 08:15:00+00:00
ETHUSDT,3128.59,3128.63,3117.53,3123.01,1022.9205,2024-11-18 08:30:00+00:00
ETHUSDT,3123.01,3125.45,3116.42,3121.52,806.7511,2024-11-18 08:45:00+00:00
