symbol,open,high,low,close,volume,ts
BTCUSDT,80372.01,80802.73,80216.01,80563.92,483.42582,2024-11-11 00:00:00+00:00
BTCUSDT,80563.92,81711.99,80366.02,81196.94,853.3299,2024-11-11 01:00:00+00:00
BTCUSDT,81196.94,81519.19,81032.01,81431.18,567.76875,2024-11-11 02:00:00+00:00
BTCUSDT,81431.18,81846.7,80947.99,81612.23,503.49168,2024-11-11 03:00:00+00:00
BTCUSDT,81612.23,81727.47,81176.79,81446.0,348.09107,2024-11-11 04:00:00+00:00
BTCUSDT,81446,81581.65,80432.01,80731.99,518.52944,2024-11-11 05:00:00+00:00
BTCUSDT,80731.99,81250,80590.98,80900.68,519.00874,2024-11-11 06:00:00+00:00
BTCUSDT,80900.68,81205.99,80760,81120.0,385.51308,2024-11-11 07:00:00+00:00
BTCUSDT,81120,81368,81023.29,81239.52,450.94521,2024-11-11 08:00:00+00:00
BTCUSDT,81239.52,81766.56,81166,81695.33,531.25562,2024-11-11 09:00:00+00:00
BTCUSDT,81695.33,82374.87,81670,81984.19,933.07038,2024-11-11 10:00:00+00:00
BTCUSDT,81984.19,82236,81842.01,82126.4,410.2814,2024-11-11 11:00:00+00:00
BTCUSDT,82126.4,82442,81742.88,82171.78,759.07242,2024-11-11 12:00:00+00:00
BTCUSDT,82171.78,82222.12,81485.99,81835.74,685.43338,2024-11-11 13:00:00+00:00
BTCUSDT,81835.74,82580,81528,82485.74,1305.99593,2024-11-11 14:00:00+00:00
BTCUSDT,82485.74,84258.06,82353.9,84059.54,2355.67252,2024-11-11 15:00:00+00:00
BTCUSDT,84059.54,84874.01,83831.85,84211.64,1776.56832,2024-11-11 16:00:00+00:00
BTCUSDT,84211.64,84880.03,84196.41,84604.0,957.53815,2024-11-11 17:00:00+00:00
BTCUSDT,84604,85800,84208.77,85800.0,1332.08871,2024-11-11 18:00:00+00:00
BTCUSDT,85800,86621.86,85419.53,86102.21,1842.89302,2024-11-11 19:00:00+00:00
BTCUSDT,86102.21,87370.18,86065.81,86901.99,1663.98372,2024-11-11 20:00:00+00:00
BTCUSDT,86901.99,88368.16,86716.01,87906.29,1540.32057,2024-11-11 21:00:00+00:00
BTCUSDT,87906.29,88083.46,86413.49,87979.28,1450.6732,2024-11-11 22:00:00+00:00
BTCUSDT,87979.28,89529.4,87979.27,88647.99,2526.73745,2024-11-11 23:00:00+00:00
BTCUSDT,88647.99,88997.2,86579.99,88997.2,1836.70479,2024-11-12 00:00:00+00:00
BTCUSDT,88997.2,89470,88400.62,88542.51,1635.62028,2024-11-12 01:00:00+00:00
BTCUSDT,88542.51,88876,86939.49,87720.9,1489.60428,2024-11-12 02:00:00+00:00
BTCUSDT,87720.9,88206.93,87474.2,88056.02,956.3307,2024-11-12 03:00:00+00:00
BTCUSDT,88056.02,88983.93,87708.01,88430.56,878.07781,2024-11-12 04:00:00+00:00
BTCUSDT,88430.56,88798.93,88175.86,88378.46,751.21778,2024-11-12 05:00:00+00:00
BTCUSDT,88378.46,89800,88160.02,89545.46,1310.19682,2024-11-12 06:00:00+00:00
BTCUSDT,89545.46,89940,88959.23,88993.73,1374.18095,2024-11-12 07:00:00+00:00
BTCUSDT,88993.73,89299,88720.92,89291.1,894.44079,2024-11-12 08:00:00+00:00
BTCUSDT,89291.1,89360.01,87620.01,87630.89,1340.10389,2024-11-12 09:00:00+00:00
BTCUSDT,87630.89,88023.66,85252,86792.07,3057.7965,2024-11-12 10:00:00+00:00
BTCUSDT,86792.07,87860.75,86548.01,87174.74,1539.33557,2024-11-12 11:00:00+00:00
BTCUSDT,87174.74,87852,86215.99,86386.93,1411.10561,2024-11-12 12:00:00+00:00
BTCUSDT,86386.93,86516.93,85075.99,86310.02,1975.04302,2024-11-12 13:00:00+00:00
BTCUSDT,86310.02,87074.52,85208.2,87029.59,1541.51219,2024-11-12 14:00:00+00:00
BTCUSDT,87029.59,87491.99,86148,86627.98,1455.30072,2024-11-12 15:00:00+00:00
BTCUSDT,86627.98,87600,85730.36,87004.02,1403.35028,2024-11-12 16:00:00+00:00
BTCUSDT,87004.02,87878,86880,86964.0,976.69317,2024-11-12 17:00:00+00:00
BTCUSDT,86964,88877.36,86907.26,88796.41,1072.46545,2024-11-12 18:00:00+00:00
BTCUSDT,88796.41,89764.37,88622.22,88704.28,1289.01733,2024-11-12 19:00:00+00:00
BTCUSDT,88704.28,89851.88,88672,89458.0,964.4766,2024-11-12 20:00:00+00:00
BTCUSDT,89458,89683.65,88172.13,88240.33,792.05463,2024-11-12 21:00:00+00:00
BTCUSDT,88240.33,88641.26,87612,88591.99,541.18237,2024-11-12 22:00:00+00:00
BTCUSDT,88591.99,88592,87402.9,87952.01,716.76105,2024-11-12 23:00:00+00:00
BTCUSDT,87952.01,88453.16,87604,88048.0,780.57278,2024-11-13 00:00:00+00:00
